Unnamed: 0,id,year,method,the_city_of_austin_as_a_place_to_live,the_city_of_austin_as_a_place_to_work,the_city_of_austin_as_a_place_to_raise_children,the_city_of_austin_as_a_place_to_retire,overall_quality_of_life_in_the_city,how_well_the_city_of_austin,access_to_affordable_quality,access_to_affordable_quality_1,access_to_affordable_quality_2,access_to_affordable_quality_3,availability_of_affordable,overall_quality_of_development,overall_quality_of_planning,city_s_effort_to_promote,overall_quality_of_the_austin,water_and_wastewater_rates,value_of_services_received,overall_quality_of_city_parks,quality_of_city_of_austin,overall_quality_of_city_of,number_of_city_of_austin,number_of_city_of_austin_1,appearance_of_city_of_austin,overall_satisfaction_with,quality_of_youth_athletic,quality_of_adult_athletic,quality_of_outdoor_athletic,cleanliness_of_city_streets,cleanliness_of_your,energy_conservation_program,overall_quality_of_wastewater,overall_management_of,the_water_quality_of_lakes,water_conservation_programs,overall_quality_of_drinking,quality_of_residential_garbage,quality_of_residential_yard,household_hazardous_waste,bulky_item_pick_up_removal,quality_of_residential,animal_services_shelter,overall_quality_of_health,shot_for_tots_and_big_shots,medical_assistance_provided,overall_quality_of_fire,timeliness_of_fire_department,flood_control_efforts,timeliness_of_ems_response,overall_quality_of_police,speed_of_police_response,enforcement_of_local_traffic,overall_quality_of_public,adequacy_of_street_lighting,enforcement_of_local_codes,overall_quality_of_municipal,water_and_wastewater_utility,i_feel_safe_in_my_neighborhood,i_feel_safe_in_my_neighborhood_1,i_feel_safe_walking_alone,i_feel_safe_walking_alone_1,i_feel_safe_in_city_parks,traffic_flow_on_major_highways,traffic_flow_on_major_city,timing_of_traffic_signals,on_street_bicycle,off_street_bicycle,overall_maintenance_of_major,condition_of_major_city,condition_of_streets_in_your,mowing_and_trimming_along,pedestrian_accessibility,overall_maintenance_of_city,condition_of_sidewalks_in,overall_quality_of_city,materials_at_libraries,library_programs,overall_quality_of_services,overall_quality_of_customer,services_provided_by_the,overall_effectiveness_of,the_city_s_effort_to_support,the_city_s_efforts_to_support,overall_value_that_you_receive,overall_quality_of_electric,austin_energy_customer_service,reliability_of_your_electric,water_and_wastewater_utility_1,employees_of_the_city_of,safety_of_equipment_or,satisfaction_with_city_of,cleanliness_of_library,library_hours,safety_of_your_drinking_water,code_enforcement_of_weed,helpfulness_of_library_staff,review_services_for,the_city_s_efforts_to_offer,food_safety_inspection_program,neighborhood_planning_zoning,accessibility_of_municipal,have_you_visited_an_austin,have_you_used_a_city_of_austin,have_you_participated_in,have_you_visited_a_city_pool,have_you_visited_a_city,have_you_used_the_city_s,have_you_used_the_city_s_1,have_you_visited_an_austin_1,have_you_participated_in_1,have_you_had_contact_with,have_you_had_contact_with_1,have_you_visited_the_austin,have_you_had_contact_with_2,have_you_visited_the_austin_1,have_you_called_3_1_1,have_you_called_9_1_1,have_you_had_contact_with_3,have_you_had_contact_with_4,have_you_had_contact_with_5,have_you_had_contact_with_6,have_you_had_contact_with_7,does_austin_energy_provide,does_the_city_of_austin,does_the_city_of_austin_1,have_you_participated_in_3,have_you_participated_in_4,have_you_visited_a_city_of,have_you_used_park_equipment,have_you_participated_in_5,approximately_how_many_years,which_of_the_following_best,how_many_children_if_any,how_many_dependents_including,which_of_the_following_best_1,are_you_hispanic_latino_or,race_ethnicity_recode,which_of_the_following_best_9,what_is_your_gender,do_you_own_or_rent_your_home,what_is_your_home_zip_code,zip_code,city,state,council_district,block_level_x_longitude,block_level_y_latitude,date_as_of_date,which_of_the_following_best_7,which_of_the_following_best_8,which_of_the_following_best_6,which_of_the_following_best_3,which_of_the_following_best_2,safety_in_city_parks_and,overall_quality_of_planning_1,bicycle_accessibility_the,overall_maintenance_of_city_1
855,2017_4999,2017,Mail,Satisfied,Neutral,Don't Know,Don't Know,Satisfied,Dissatisfied,Don't Know,Don't Know,Neutral,Very Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Neutral,Neutral,Satisfied,Satisfied,Don't Know,Satisfied,Don't Know,Satisfied,Satisfied,Don't Know,Don't Know,Satisfied,Neutral,Satisfied,Don't Know,Don't Know,Satisfied,Neutral,Don't Know,Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Satisfied,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Don't Know,Don't Know,Don't Know,Very Satisfied,Don't Know,Dissatisfied,Don't Know,Don't Know,Neutral,Strongly Agree,Neutral,Agree,Disagree,Agree,Very Dissatisfied,Satisfied,Satisfied,Satisfied,Don't Know,Dissatisfied,Neutral,Satisfied,Satisfied,Very Dissatisfied,Neutral,Neutral,Satisfied,Neutral,Don't Know,Neutral,Don't Know,Satisfied,Don't Know,Satisfied,Don't Know,Neutral,Neutral,Don't Know,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Very Satisfied,Neutral,Satisfied,Dissatisfied,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Don't Know,Yes,No,No,5 or less,18-34 years,0,,,No,Caucasian/White Only,less than $20K,Female,Rent,78751,78751,Austin,TX,4,-97.719,30.318,2017-01-01T00:00:00.000,,,Caucasian/White,,,,,,
856,2017_5000,2017,Mail,Satisfied,Dissatisfied,Neutral,Dissatisfied,Neutral,Very Dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Neutral,Dissatisfied,Neutral,Neutral,Satisfied,Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Neutral,Neutral,Very Satisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,Very Dissatisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Neutral,Dissatisfied,Neutral,Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Strongly Agree,Disagree,Agree,Disagree,Neutral,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Satisfied,Neutral,Don't Know,Satisfied,Satisfied,Very Dissatisfied,Very Dissatisfied,Satisfied,Dissatisfied,Neutral,Neutral,Satisfied,Neutral,Don't Know,Neutral,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Neutral,Satisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Neutral,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,31+,45-54 years,0,,,Yes,Hispanic,less than $20K,Male,Rent,78704,78704,Austin,TX,5,-97.775,30.249,2017-01-01T00:00:00.000,Other,Hispanic,,,,,,,
857,2017_5001,2017,Mail,Very Satisfied,Very Satisfied,Don't Know,Very Satisfied,Very Satisfied,Very Dissatisfied,Don't Know,Don't Know,Very Satisfied,Very Dissatisfied,Don't Know,Neutral,Neutral,Don't Know,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Don't Know,Don't Know,Very Satisfied,Very Satisfied,Very Satisfied,Don't Know,Very Satisfied,Very Satisfied,Don't Know,Don't Know,Very Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Don't Know,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Dissatisfied,Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very Dissatisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Don't Know,Don't Know,Don't Know,Neutral,Satisfied,Don't Know,Neutral,Don't Know,Very Satisfied,Neutral,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Agree,Very Satisfied,Don't Know,Don't Know,Don't Know,Very Satisfied,Very Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,11 to 15,35-44 years,0,Two,,No,Caucasian/White Only,"$80K-149,999",Male,Rent,78758,78758,Austin,TX,7,-97.723,30.4,2017-01-01T00:00:00.000,,,Caucasian/White,,,,,,
858,2017_5002,2017,Mail,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Very Dissatisfied,Very Dissatisfied,Satisfied,Satisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Neutral,Don't Know,Very Satisfied,Neutral,Don't Know,Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Don't Know,Don't Know,Don't Know,Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Neutral,Satisfied,Satisfied,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Don't Know,Very Dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Satisfied,Don't Know,Satisfied,Satisfied,Satisfied,Very Satisfied,Neutral,Neutral,Very Satisfied,Neutral,Agree,Agree,Agree,Strongly Disagree,Disagree,Very Dissatisfied,Very Dissatisfied,Neutral,Neutral,Satisfied,Very Dissatisfied,Satisfied,Satisfied,Very Dissatisfied,Satisfied,Neutral,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Neutral,Satisfied,Very Dissatisfied,Satisfied,Satisfied,Neutral,Very Dissatisfied,Don't Know,Don't Know,Very Satisfied,Satisfied,Neutral,Satisfied,Don't Know,Very Satisfied,Very Satisfied,Very Satisfied,Dissatisfied,Don't Know,Satisfied,Don't Know,Satisfied,Don't Know,Satisfied,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,31+,55-64 years,0,Two,,No,Multiple Races/Other,"$80K-149,999",Female,Own,78750,78750,Austin,TX,6,-97.813,30.452,2017-01-01T00:00:00.000,,,Caucasian/White,Asian/Pacific Islander,,,,,
859,2017_5003,2017,Mail,Neutral,Satisfied,Neutral,Dissatisfied,Dissatisfied,Very Dissatisfied,Don't Know,Very Dissatisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Neutral,Neutral,Don't Know,Satisfied,Don't Know,Neutral,Satisfied,Don't Know,Don't Know,Very Satisfied,Very Satisfied,Very Satisfied,Don't Know,Don't Know,Don't Know,Very Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Neutral,Neutral,Neutral,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Satisfied,Neutral,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Dissatisfied,Very Satisfied,Neutral,Neutral,Dissatisfied,Don't Know,Don't Know,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Satisfied,Don't Know,Dissatisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Don't Know,Don't Know,Very Dissatisfied,Satisfied,Don't Know,Very Satisfied,Don't Know,Neutral,Very Satisfied,Don't Know,Satisfied,Satisfied,Satisfied,Dissatisfied,Very Satisfied,Don't Know,Neutral,Don't Know,Don't Know,Dissatisfied,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Don't Know,No,No,Yes,Yes,No,5 or less,18-34 years,0,,,No,Caucasian/White Only,"$80K-149,999",Female,Own,78750,78750,Austin,TX,6,-97.776,30.436,2017-01-01T00:00:00.000,,,Caucasian/White,,,,,,
860,2017_5004,2017,Mail,Very Satisfied,Satisfied,Don't Know,Don't Know,Very Satisfied,Dissatisfied,Don't Know,Satisfied,Satisfied,Satisfied,Don't Know,Very Dissatisfied,Very Dissatisfied,Satisfied,Very Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Don't Know,Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Neutral,Satisfied,Very Satisfied,Satisfied,Neutral,Don't Know,Don't Know,Satisfied,Don't Know,Satisfied,Don't Know,Satisfied,Don't Know,Very Dissatisfied,Satisfied,Satisfied,Neutral,Very Satisfied,Don't Know,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Very Dissatisfied,Neutral,Satisfied,Satisfied,Don't Know,Satisfied,Very Satisfied,Very Satisfied,Neutral,Dissatisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Don't Know,Agree,Neutral,Don't Know,Satisfied,Dissatisfied,Very Satisfied,Dissatisfied,Very Satisfied,Don't Know,Don't Know,Satisfied,Very Dissatisfied,Satisfied,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,11 to 15,45-54 years,0,,,No,Caucasian/White Only,"$40K-59,999",Male,Own,78753,78753,Austin,TX,1,-97.662,30.385,2017-01-01T00:00:00.000,,,Caucasian/White,,,,,,
861,2017_5005,2017,Mail,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Neutral,Neutral,Don't Know,Dissatisfied,Don't Know,Don't Know,Satisfied,Don't Know,Don't Know,Very Satisfied,Don't Know,Don't Know,Satisfied,Satisfied,Very Satisfied,Don't Know,Dissatisfied,Neutral,Neutral,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Neutral,Don't Know,Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Don't Know,Don't Know,Don't Know,Agree,Agree,Neutral,Disagree,Agree,Very Dissatisfied,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Don't Know,Don't Know,Dissatisfied,Don't Know,Don't Know,Neutral,Don't Know,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,5 or less,45-54 years,1,Three,,No,Multiple Races/Other,$150K or more,Female,Own,78759,78759,Austin,TX,10,-97.745,30.382,2017-01-01T00:00:00.000,,,Caucasian/White,Asian/Pacific Islander,,,,,
862,2017_5006,2017,Mail,Satisfied,Satisfied,Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Neutral,Satisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Very Satisfied,Dissatisfied,Don't Know,Satisfied,Very Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Satisfied,Satisfied,Very Dissatisfied,Very Satisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,Satisfied,Don't Know,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Don't Know,Satisfied,Satisfied,Satisfied,Very Dissatisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Don't Know,Dissatisfied,Very Dissatisfied,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Satisfied,Neutral,Dissatisfied,Very Dissatisfied,Dissatisfied,Satisfied,Very Satisfied,Very Satisfied,Neutral,Don't Know,Satisfied,Neutral,Very Dissatisfied,Satisfied,Very Dissatisfied,Very Satisfied,Don't Know,Satisfied,Don't Know,Agree,Neutral,Neutral,Very Satisfied,Very Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Very Dissatisfied,Satisfied,Neutral,Neutral,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,21 to 30,18-34 years,0,Two,,Yes,Hispanic,"$40K-59,999",Female,Own,78758,78758,Austin,TX,4,-97.708,30.372,2017-01-01T00:00:00.000,Other,mixed races,,,,,,,
863,2017_5007,2017,Mail,Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Very Dissatisfied,Very Dissatisfied,Don't Know,Very Satisfied,Neutral,Very Dissatisfied,Satisfied,Don't Know,Neutral,Neutral,Neutral,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Very Satisfied,Very Satisfied,Very Dissatisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Don't Know,Very Satisfied,Very Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Don't Know,Very Satisfied,Don't Know,Very Satisfied,Very Satisfied,Neutral,Satisfied,Don't Know,Don't Know,Strongly Agree,Agree,Don't Know,Strongly Disagree,Agree,Very Dissatisfied,Dissatisfied,Very Satisfied,Don't Know,Don't Know,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Don't Know,Satisfied,Neutral,Dissatisfied,Neutral,Don't Know,Dissatisfied,Don't Know,Don't Know,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Satisfied,Satisfied,Strongly Agree,Don't Know,Don't Know,Satisfied,Don't Know,Very Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,21 to 30,35-44 years,0,One,,No,Caucasian/White Only,$150K or more,Female,Own,78753,78753,Austin,TX,1,-97.664,30.376,2017-01-01T00:00:00.000,,,Caucasian/White,,,,,,
864,2017_5008,2017,Mail,Satisfied,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Satisfied,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Dissatisfied,Neutral,Neutral,Dissatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Neutral,Very Dissatisfied,Neutral,Dissatisfied,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Agree,Agree,Agree,Disagree,Agree,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Neutral,Dissatisfied,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Dissatisfied,Neutral,Dissatisfied,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Strongly Agree,Dissatisfied,Neutral,Satisfied,Satisfied,Very Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,31+,45-54 years,2,Three,,Yes,Hispanic,"$20K-39,999",Female,Rent,78741,78741,Austin,TX,3,-97.714,30.235,2017-01-01T00:00:00.000,Other,Hispanic,,,,,,,
865,2017_5009,2017,Mail,Satisfied,Neutral,Satisfied,Satisfied,Neutral,Dissatisfied,Neutral,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Neutral,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Neutral,Strongly Agree,Agree,Agree,Neutral,Neutral,Very Dissatisfied,Very Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Satisfied,Neutral,Dissatisfied,Dissatisfied,Don't Know,Very Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Very Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Agree,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Neutral,Neutral,Neutral,Neutral,Satisfied,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,31+,65+ years,1,Two,,No,Caucasian/White Only,less than $20K,Female,Own,78753,78753,Austin,TX,1,-97.67,30.383,2017-01-01T00:00:00.000,,,Caucasian/White,,,,,,
866,2017_5010,2017,Web,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Don't Know,Neutral,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Don't Know,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Don't Know,Don't Know,Very Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Neutral,Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Neutral,Satisfied,Dissatisfied,Very Satisfied,Satisfied,Agree,Don't Know,Don't Know,Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Dissatisfied,Don't Know,Don't Know,Neutral,Neutral,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,11 to 15,45-54 years,0,Two,,No,Caucasian/White Only,Not provided,Male,Own,78722,78722,Austin,TX,9,-97.713,30.295,2017-01-01T00:00:00.000,,,Caucasian/White,,,,,,
867,2017_5011,2017,Mail,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Neutral,Don't Know,Satisfied,Don't Know,Don't Know,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Satisfied,Satisfied,Neutral,Satisfied,Neutral,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Neutral,Dissatisfied,Satisfied,Satisfied,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Dissatisfied,Neutral,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Very Satisfied,Satisfied,Dissatisfied,Satisfied,Disagree,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Don't Know,Dissatisfied,Don't Know,Very Dissatisfied,Very Dissatisfied,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Don't Know,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,21 to 30,55-64 years,0,One,African American/Black,No,African American/Black Only,"$20K-39,999",Female,Rent,78758,78758,Austin,TX,7,-97.695,30.389,2017-01-01T00:00:00.000,,,,,,,,,
868,2017_5012,2017,Mail,Neutral,Neutral,Don't Know,Very Dissatisfied,Don't Know,Don't Know,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Don't Know,Very Dissatisfied,Very Dissatisfied,Neutral,Very Satisfied,Neutral,Neutral,Neutral,Don't Know,Dissatisfied,Don't Know,Don't Know,Satisfied,Don't Know,Don't Know,Don't Know,Satisfied,Satisfied,Don't Know,Satisfied,Dissatisfied,Don't Know,Don't Know,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Don't Know,Very Dissatisfied,Very Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Don't Know,Very Dissatisfied,Very Dissatisfied,Don't Know,Agree,Neutral,Strongly Agree,Disagree,Neutral,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Don't Know,Don't Know,Very Dissatisfied,Neutral,Satisfied,Very Dissatisfied,Don't Know,Very Dissatisfied,Satisfied,Very Satisfied,Satisfied,Neutral,Dissatisfied,Very Satisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Don't Know,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Don't Know,Don't Know,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Very Satisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,31+,65+ years,0,Two,,Yes,Hispanic,"$20K-39,999",Male,Rent,78753,78753,Austin,TX,4,-97.702,30.341,2017-01-01T00:00:00.000,Other,Hispanic,,,,,,,
